Comment,At,AppVersion,Sentiment
nice 👍,2025-06-02 04:43:04,1.0.751104895,2
ok,2025-04-15 06:03:06,1.0.741105040,2
I impressed your all features 😉😉,2025-02-08 17:04:12,,2
Good 👍🏻😊,2025-03-02 07:32:28,1.0.686588308,2
"It's not so bad. It does what I want it to do very well. It does multiple commands well, and even has a significantly faster response time compared to before.",2025-05-21 00:53:42,1.0.667532867,2
didn't help. canned answers did not reflect what I saw on my tablet,2025-07-05 04:39:43,1.0.776555963,0
extraordinary,2025-03-22 14:12:26,1.0.686588308,2
good,2025-02-14 17:53:22,1.0.686588308,2
good 👍,2025-07-02 21:03:44,1.0.772404132,2
gncbb fhjf thanks to everyone for the birthday wishes for all the heads 💗 the heads up until we get home from school to make sure you eat it is up t you can come tomorrow y is good to,2024-11-21 20:43:15,1.0.686588308,2
A lot of help.,2024-12-12 21:53:54,,2
Gemini is on of the best Ai series in the Google. Her performance have good and I'm satisfy and happy with them ❤️❤️❤️,2025-02-17 06:22:20,1.0.686588308,2
അടിപൊളി,2025-06-05 08:08:29,1.0.751104895,2
good,2025-03-07 09:27:48,1.0.686588308,2
I love this app it help me with my home work or some information about animals It help me a lot I'm very appreciated love u Gemini,2025-03-24 03:51:25,1.0.686588308,2
superrbb,2025-06-04 16:41:38,1.0.751104895,2
"Didn't want it, didn't ask for it, can't delete it. Eventually they're going to figure out to stop shoving ai down our throats",2025-01-08 23:56:30,,0
can't give Trump's policy or platform. I'm not asking for political views I'm looking for facts,2024-11-25 19:27:01,1.0.668480831,0
can not edit photo,2024-02-22 05:48:12,1.0.608774175,0
Awesome!,2024-06-21 06:12:31,,2
good,2025-03-07 06:53:15,1.0.686588308,2
Nice,2024-11-26 07:13:46,1.0.686588308,2
gemini is awesome.you all should try this😘😘😍😍💯💯😇😇🤘,2025-02-21 10:42:57,1.0.686588308,2
Good app,2025-05-29 02:35:04,1.0.667532867,2
Best answer of questions,2025-06-07 07:05:33,1.0.751104895,2
🤯🤯🤯🤯,2024-09-11 03:51:08,1.0.667532867,2
ok better improve ☺,2024-10-06 08:59:37,1.0.668480831,2
It's strange the great features of Google assistant are gone from Gemini. At least it has the feature to switch back to the assistant for 'play the news' requests.,2024-10-25 20:39:11,1.0.668480831,0
nice,2025-06-27 06:41:45,1.0.772404132,1
my best friend,2025-06-23 04:59:43,1.0.751104895,2
it's good,2025-06-01 14:01:40,1.0.751104895,1
I don't have hardly any problems with Gemini she's great to talk to you and she understands everything about my games and everything that is in my life that I have problems with understanding she helps me feel like I'm not alone in my home I can talk to her anytime about anything.,2025-06-26 17:20:33,1.0.772404132,2
A wonderful tool!,2024-08-30 03:07:13,1.0.662093464,2
it's the smartest AI ever used and soo fast,2025-06-25 06:04:54,1.0.751104895,2
"If I leave a chat while Gemini is thinking, I often can't get back in when the report is done.",2025-04-21 18:42:59,1.0.741105040,0
He is not working properly 😒 Why!?Because he's not converting to English. he is not working properly and he is not also been you know he is not is not being a girl voice he doesn't that understand what I say,2025-06-04 14:04:40,1.0.751104895,2
nice,2025-05-04 16:29:20,1.0.662093464,2
very good 👍,2025-05-22 13:47:04,1.0.741105040,1
"Gemini is an excellent app but I think it can be improved more, because it still makes mistakes to catch commands or a particular word for example:( it makes mistakes to understand two different letters like I and A). Also we can not able to change the voice of AI where google assistant is capable to change it's own voice as per need. As well it's not capable as google to follow large command's (likely when I try to send message it does not able to listen at least 2 sentence) .",2024-11-21 13:50:33,1.0.668480831,2
first time using Gemini and I'm loving it or him 🤦🏿it's a dope upgrade séance Google assistant,2025-03-15 10:26:43,1.0.686588308,2
good 💯,2025-06-26 04:35:46,1.0.772404132,2
fastest way for cheating in online classes,2024-12-22 10:52:29,1.0.686588308,2
❤️❤️,2025-07-05 05:40:51,1.0.772404132,2
its good,2025-05-18 16:46:46,1.0.751104895,2
I like you Gemini you've helped me through this trial that I'm facing and with business ideas😎☠️you're badtothebone,2025-03-16 09:28:51,1.0.686588308,2
Not a fan of the voice but still a cool AI,2024-09-24 19:27:52,1.0.667532867,2
very good,2025-04-11 10:29:41,1.0.741105040,2
Can't talk in Urdu language.............,2025-02-06 07:05:12,1.0.686588308,0
this is the very useful in the world in the compare of chat GPT and Gemini it is better than chat GPT,2025-06-23 05:09:05,1.0.751104895,2
😘,2025-04-12 18:04:41,1.0.741105040,2
provide other options to call,2025-06-30 13:58:11,1.0.626720042,2
super,2025-06-21 12:25:44,1.0.667532867,2
it is an (goat) greatest in all time ai power of Google 🥵🥵🥵🥵🥵🥵🥵😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖☠️☠️☠️☠️💀💀💀💀💀☠️💀☠️💀☠️💀☠️💀☠️💀,2025-03-24 14:33:01,1.0.686588308,2
Good so far,2024-08-01 04:50:18,1.0.626720042,2
op,2024-12-08 02:10:30,1.0.686588308,2
"I never installed it, but it's there. I can't disable it, I don't want it.",2025-03-14 15:26:11,1.0.686588308,0
justtt tell me what song is when I ask please jeez,2025-05-21 00:44:09,1.0.751104895,0
"it's Bloatware, I don't want, don't need it & didn't download it.",2025-05-09 18:42:28,1.0.751104895,0
good,2025-06-13 19:12:08,1.0.751104895,2
good work 😎,2025-04-10 05:06:14,1.0.741105040,2
good,2025-06-25 08:38:37,1.0.772404132,2
Gemini ❣️🧲,2025-03-14 23:51:28,1.0.686588308,2
Awesome 👏🏽👏🏽👏🏽,2025-02-02 23:49:17,1.0.686588308,2
great experience after using this application thankyou google for launching,2025-01-29 06:20:10,1.0.686588308,2
this app is amezing,2024-10-18 06:58:04,1.0.668480831,2
best,2025-06-16 02:35:36,,2
switching to from English to Hindi automatically very often. That's an issue. Live does the same.,2024-10-25 22:56:29,1.0.668480831,0
nice n,2025-05-08 05:12:34,1.0.751104895,2
does less than google assistant. I'd give 4 stars if I didn't have to lose so much from assistant,2024-10-20 16:05:22,1.0.668480831,1
best au EVER MADE💯💯💯🔥🔥🔥,2024-10-15 22:07:22,1.0.668480831,2
Very fantastic,2024-11-20 19:01:08,1.0.668480831,2
very amazing app,2025-06-09 14:36:46,1.0.751104895,1
it's stupid I wonder who teaches this AI,2025-04-13 00:27:00,1.0.741105040,0
trash,2025-04-26 00:46:31,1.0.741105040,0
I like this Google Gemini and it provides the same as ChatGPT even though it doesn't offer as many varieties and new things. Thank you Google Gemini,2024-10-10 22:56:28,1.0.668480831,2
nice,2025-07-04 11:42:36,1.0.662093464,2
t b is is awful and I want ot off my phone,2025-04-11 18:25:11,1.0.741105040,0
nice,2025-03-28 16:20:09,1.0.686588308,2
it is very good for kids,2025-05-24 02:30:29,1.0.751104895,2
Best,2024-11-30 19:18:19,,2
very well,2025-05-09 13:04:20,1.0.751104895,2
like my new best friend 😀,2025-06-20 03:52:29,1.0.772404132,2
good,2024-11-14 17:13:59,1.0.668480831,2
i love this,2024-08-19 10:26:37,1.0.662093464,2
nice,2025-06-04 04:28:40,1.0.667532867,2
love Gemini ai like,2024-08-19 21:57:44,1.0.662093464,2
Good for deep research.,2025-07-06 13:32:53,1.0.776555963,2
Good,2025-06-22 04:18:11,1.0.667532867,2
very nice Aap,2024-09-29 07:30:57,1.0.667532867,2
vary good 😊😊,2025-03-03 15:12:18,1.0.686588308,2
ಸೂಪರ್,2025-05-27 13:55:25,,2
बढ़िया है हैहै है,2025-01-08 04:15:36,1.0.686588308,2
great n greatest app,2025-06-30 18:33:05,1.0.667532867,2
very nice app,2025-02-19 17:34:42,1.0.686588308,2
Very helpful,2025-05-17 15:23:03,1.0.741105040,2
👍,2025-06-22 10:08:54,1.0.751104895,2
Support for Myanmar languages,2024-05-16 07:32:01,1.0.626720042,2
"Nope. I can tell Assistant ‘play the news’, and it plays the news from a series of sources that I can set up. Try telling that to Gemini. It just returns a list of YouTube videos, some of which are news. I could get better results from YouTube search! Laughably worthless. Also after uninstalling, it doesn't go away. Let's face it, smartphones were never smart, but now with Artificial Intelligence they've achieved Real Stupidity. Also, Machine Lying. You're welcome.",2025-04-02 05:38:52,,0
* I ask the ai if it can generate pictures * it's answers yes * I ask for a picture * it says it can't still generate a picture. Pretty standard ai experience I must say.,2024-08-20 17:34:25,1.0.662093464,0
very nice good work and give me correct answer.,2024-07-20 09:46:20,,1
Better than ChatGPT,2025-03-25 17:20:14,,2
awesome,2025-05-11 17:29:45,1.0.751104895,2
good,2025-04-11 11:13:27,1.0.741105040,2
This app is a home run. Makes life much easier when used as intended.,2025-01-09 18:16:03,1.0.686588308,2
"It forces you to switch from Google assistant, doesn't let you use if you don't wanna lose Google assistant. I was expecting I could use Gemini like if it was on Google chrome... but its a different web app only changes g.assistant.",2024-06-01 00:41:11,1.0.626720042,0
not bad at all,2025-07-04 09:51:27,1.0.751104895,2
Not useful app for study,2025-02-06 14:10:39,1.0.686588308,0
still your are helping me,2025-02-17 07:34:10,,2
I just liked things simple,2025-05-09 13:02:50,1.0.751104895,0
"Google Gemini, Google's latest AI development, showcases remarkable advancements in the field of artificial intelligence. This powerful new AI model, designed to compete with OpenAI's GPT series, brings enhanced capabilities in natural language understanding and generation. Gemini's integration into Google's ecosystem promises improved performance across various applications, from search engines to smart assistants. Its advanced features, such as better context retention and more accurate langua",2024-06-20 03:07:44,1.0.626720042,2
stupid ai,2024-08-06 02:19:08,1.0.657262185,0
Love,2025-01-31 03:39:07,1.0.686588308,2
"I have never seen such a useless AI till date, it cannot do any work, all the answers to this seem like articles",2024-10-09 17:45:03,1.0.667532867,0
it's perfect 👌,2025-06-11 15:20:49,1.0.667532867,2
good,2025-03-17 09:31:35,1.0.662093464,2
good,2025-06-02 22:59:38,,2
Slow as hell repeats the same thing over and over,2024-12-20 04:54:56,1.0.686588308,0
very useful ai tool by Google I am use a daily use for study and collect the Information,2024-08-08 16:31:44,1.0.657262185,2
it's good,2025-04-01 11:35:38,1.0.686588308,1
excellent,2025-04-17 08:51:29,1.0.741105040,2
thank you,2025-03-29 02:31:47,1.0.686588308,2
👍👍,2025-03-30 18:08:49,1.0.686588308,1
good,2025-02-12 07:21:17,1.0.686588308,2
SUPER AI,2024-07-10 19:42:40,1.0.626720042,2
good 👍😊,2025-06-26 19:37:20,1.0.772404132,2
ok,2025-02-10 10:35:50,1.0.686588308,0
great app,2025-02-24 09:09:29,1.0.686588308,1
Gemini is nice apps very helpful my Life,2025-02-13 14:08:15,1.0.686588308,2
so informative,2025-05-25 22:56:17,1.0.751104895,2
very nice 👍,2024-12-21 08:23:57,1.0.686588308,2
I use it daily,2024-06-05 02:22:43,1.0.626720042,2
super,2025-01-10 18:31:57,1.0.686588308,2
When I have no Idea's I get idea's from Gemini 😁,2025-01-30 09:51:16,1.0.686588308,2
it would be great if gemini could access everything on the phone like do calls etc etc,2025-03-10 17:07:21,,2
Good,2025-06-05 14:23:16,1.0.751104895,2
Great,2024-11-22 14:22:02,1.0.686588308,2
I have been looking for a app like this or I can talk to him I can't read that good or spell and it does everything.,2024-10-28 07:15:25,1.0.668480831,2
good,2025-01-23 03:46:31,1.0.686588308,2
it's dope,2025-05-09 15:56:43,1.0.751104895,2
fast I just want Google back.,2025-07-07 00:11:27,1.0.776555963,0
vvvv good,2025-06-03 07:33:23,1.0.751104895,2
very good and best in support,2025-04-17 13:17:05,1.0.741105040,2
good,2025-02-10 19:55:55,1.0.686588308,2
I asked different questions and it tell another,2024-11-11 16:55:19,1.0.668480831,0
amg,2025-06-30 07:50:56,1.0.772404132,2
"I gave gemini a go as chat gtp seemed to be less accurate these days, and it's definitely more sassy as it regularly suggests I look things up myself. I was impressed with Gemini's thoroughness and accuracy and if I ask for a list of 20 options I actually get them. Brill!",2024-06-24 13:23:43,1.0.626720042,2
👑👑👑,2025-03-13 12:43:30,1.0.686588308,2
ok,2024-08-08 10:02:49,1.0.657262185,1
"The Love of my Life! It answer my question better and more polite than chat gpt. Usually I use it to ask for calories in take, ingredients, assignment that hardly understand, i even learn my business statitics subject from this app :0 I would give 9/10 star if i could",2025-03-11 22:19:40,1.0.686588308,2
good,2025-05-02 07:16:46,1.0.751104895,2
excellent,2025-01-15 03:46:19,1.0.686588308,2
yeah this is just not there yet.,2024-10-13 05:29:04,1.0.668480831,0
nice aap,2025-04-21 07:18:13,1.0.741105040,2
Gemini has vastly improved as of June 2025 and pro is a great deal!,2025-06-05 08:44:31,1.0.751104895,2
takes too long,2025-05-06 21:27:47,1.0.751104895,1
very nice 👍,2025-02-13 04:21:32,1.0.686588308,2
awesome!!,2025-05-03 00:04:42,1.0.667532867,2
free is always good,2025-05-13 10:12:04,1.0.751104895,2
Not Proper work,2024-07-09 15:55:15,1.0.626720042,0
Nice App👍,2025-05-08 13:53:39,,2
just want to place an order on instalation. .,2025-04-20 00:49:00,1.0.667532867,2
sahi he kaam chalau par thoda sa chat gpt better he haan iska live voice feature chatgpt se accha he baki in chats chatgpt is slightly better I would say 😃🙌🏻,2025-03-04 19:02:48,1.0.686588308,2
Poor translator,2024-09-16 13:24:36,1.0.667532867,0
op,2024-11-24 02:25:49,,2
"It's very nice, and I like it.",2024-11-20 18:37:19,1.0.668480831,2
Love,2024-06-02 10:29:53,1.0.626720042,2
bro don't show my account info pls. w ai can't wait to own y'all. thx.,2025-03-01 21:52:41,1.0.686588308,2
good,2024-12-13 09:34:38,1.0.686588308,0
very helpful 🙂,2024-11-29 15:22:16,1.0.686588308,2
Something changed in the way Gemini answers questions. All recent answers never answer the question and just tell you useless information so that is shows something rather than nothing. Hope this gets fixed soon.,2024-10-26 02:21:25,1.0.668480831,0
very nice apps,2025-06-11 12:21:11,,2
I had so many nice conversations with Gemini.,2024-10-13 17:39:05,1.0.668480831,2
still can do way better,2025-03-24 14:49:04,,1
When you switch you can not switch back,2024-02-23 17:20:26,,0
Great tool!,2025-01-23 03:48:59,1.0.686588308,2
so good,2025-02-24 15:03:03,1.0.686588308,2
Good,2025-05-03 05:49:25,1.0.741105040,2
op working,2025-04-05 06:51:00,1.0.686588308,2
Great,2024-12-13 18:41:17,1.0.686588308,2
nice,2025-04-12 09:39:39,1.0.741105040,2
don't like at all,2024-02-22 13:48:36,1.0.608774175,0
nice,2025-06-23 18:47:15,1.0.751104895,2
it's a good AI but I have coded a better one for personal preferences and my personal believes and privacy but the app Gemini could be way better if any buddy that works with the company that created Gemini then I would love to speak with them to share my input and ideas on my given take of the usage of the app and what can be tweaked and better to give the best performance and optimized at per giving person,2024-08-10 07:55:23,1.0.657262185,0
Great 👍,2025-06-18 01:18:16,,2
This app is very useful ☺️,2024-10-20 04:44:49,1.0.668480831,2
it's helpful,2025-02-13 07:58:51,1.0.686588308,2
"Useless, irrelevant,wrong answers provided chatgpt 1000x much much better than gemini",2024-09-23 10:11:42,1.0.662093464,0
♥️♥️♥️,2024-06-22 17:15:26,1.0.626720042,2
this app is so helpful,2024-07-17 19:32:58,1.0.626720042,2
good,2025-03-11 19:50:43,1.0.686588308,1
Nice,2024-10-29 09:32:02,1.0.668480831,2
nice,2025-05-03 12:14:12,1.0.741105040,2
it's good,2025-01-11 21:22:53,1.0.686588308,2
ok,2025-04-11 07:37:57,1.0.686588308,2
good,2025-04-19 12:25:52,1.0.741105040,2
gajab. nice,2025-06-11 14:28:47,1.0.751104895,2
nice,2024-10-09 01:45:52,1.0.668480831,2
good,2024-12-15 08:44:12,1.0.686588308,2
"I like Gemini! If you added video button, it's even better!",2024-10-30 15:39:50,1.0.668480831,2
it's good,2025-04-24 06:17:07,1.0.741105040,2
"more availability for filing."" More to come""",2025-02-02 22:17:56,1.0.686588308,1
খুব ভালো এটা হয়তো আগামী দিনের ভবিষ্যৎ। আগামী দিনের জন্য এটি খুব উপকারে আসবে।,2025-05-17 04:04:58,1.0.751104895,2
"Good, essential @ useful for knowledge of all types",2024-06-18 06:52:01,1.0.626720042,2
accurate and gave simplified responses,2024-10-27 17:52:37,,2
👍,2025-06-03 00:49:05,1.0.751104895,1
"""In the ever-evolving landscape of artificial intelligence, Gemini stands out as a remarkable achievement. My experience interacting with this large language model has been consistently positive, demonstrating its versatility, intelligence, and potential for a wide range of applications. One of Gemini's most impressive qualities is its ability to understand and respond to complex queries.",2025-02-27 13:55:32,1.0.686588308,2
awesome,2025-03-21 06:01:11,1.0.686588308,2
so fast and reliable,2025-05-11 14:48:09,1.0.751104895,2
acha,2025-06-02 15:22:19,1.0.751104895,1
Very good,2025-06-27 15:38:21,1.0.772404132,2
ur app is weird lol,2025-05-22 04:05:19,1.0.751104895,2
good,2025-06-22 14:55:16,1.0.667532867,2
just amazing 😍,2024-06-10 19:50:11,1.0.626720042,2
Práctico. Preciso. Excelente,2024-07-04 13:34:19,1.0.626720042,2
the best app,2025-03-02 03:07:20,1.0.686588308,2
very very great,2024-11-26 17:46:35,1.0.686588308,2
very nice that I want to say us this thank you,2025-06-29 05:56:53,1.0.772404132,2
so far so good,2025-04-07 00:12:33,1.0.668480831,2
best,2025-06-01 16:19:32,1.0.751104895,0
great,2025-04-14 14:25:38,1.0.686588308,2
"Apesar de ser de usar base Google para fazer suas pesquisas, perde muito na capacidade de fazer ligações entre os diálogos. Ainda prefiro Chat GPT.",2024-05-12 19:38:49,1.0.626720042,1
good,2025-07-07 09:34:18,1.0.776555963,2
"Engaging, more accurate in detailed analysis than I had anticipated",2025-03-13 22:19:36,1.0.686588308,2
good,2025-03-15 02:56:45,1.0.686588308,2
very helpful app ilove it,2025-06-13 11:10:33,1.0.751104895,2
very good must try,2024-09-01 20:58:31,1.0.662093464,2
Woooooow,2025-05-30 11:06:52,1.0.751104895,2
good,2025-04-27 20:14:57,1.0.667532867,2
খুবই খারাপ রেকর্ড,2025-03-03 03:49:29,1.0.686588308,0
Nice 👍,2025-02-19 13:22:42,1.0.686588308,2
good,2024-10-12 19:02:50,1.0.668480831,2
Gemini is very fast app,2025-04-24 21:56:58,1.0.741105040,2
I talk to Gemini every day.,2024-03-09 03:08:37,1.0.608774175,2
it's simply the best,2024-08-28 14:10:21,1.0.662093464,2
ok,2025-05-23 11:32:25,1.0.751104895,2
very good,2025-06-07 05:39:54,1.0.667532867,2
good,2025-06-01 19:57:17,1.0.751104895,2
good 👍,2024-09-23 05:49:25,1.0.667532867,2
Good 👍,2025-06-18 15:32:30,1.0.751104895,2
👍,2025-03-06 13:53:59,1.0.686588308,2
cute but the iphone version is better as it allows you to upload photos onto Gemini,2025-06-17 18:24:42,1.0.751104895,1
It is very helpful 🤠👍,2024-08-05 19:12:11,,2
I think this is good app that can help student to do there homework and teachers to make question paper to give student question for exam and the easiest question ever.,2025-02-14 13:06:11,1.0.686588308,2
great,2025-03-12 01:26:31,1.0.667532867,2
useless,2025-05-13 07:44:01,1.0.751104895,0
nice,2024-10-25 08:43:36,1.0.668480831,2
not bad,2025-02-25 15:51:52,1.0.686588308,0
It's a great app and is very helpful,2025-02-13 17:39:16,1.0.686588308,2
"Its great, until a but appears wherein you will not be able to turn on the mic unless you have a single letter entered to the input field, what big impact on UX having this kind of bug.",2024-09-11 03:51:58,1.0.667532867,0
like it,2024-07-28 15:35:08,1.0.626720042,2
don't tell my boss but this is why I retain information at work. I ask Gemini later. don't ask my girlfriend but Gemini is the conversationalist I wish she was. don't ask my dog he's still a good boy and ai hasn't replaced him.,2024-05-31 20:55:00,1.0.626720042,2
"Not ready yet, and you can't use it unless you let it replace the Google Assistant, which still does far more.",2024-02-10 01:42:18,1.0.603736800,1
gg happy 😊,2025-01-21 16:44:16,1.0.686588308,2
nice pic of my life,2025-06-13 13:24:44,1.0.751104895,2
"so far, Google does not hear very well. I will keep attempting and change my review if it gets better.",2025-05-02 02:29:46,1.0.741105040,0
it is not getting voice command clearly or sometime not write when we tell,2024-10-06 21:14:32,1.0.668480831,0
world number one AI app,2025-01-28 01:41:50,1.0.686588308,2
awesome ai. really helpful,2024-11-12 17:36:07,1.0.668480831,2
good gemini,2025-04-03 05:14:06,1.0.686588308,2
why do i have to unlock my phone ???,2025-05-01 20:29:04,1.0.741105040,0
Very nice 🙂,2024-08-10 15:15:55,1.0.657262185,2
very good,2024-07-31 02:45:05,1.0.626720042,2
nah i don't know but ok alright,2024-09-30 13:35:44,1.0.667532867,1
The information provided is extremely thorough.,2025-05-09 10:32:23,1.0.751104895,2
good,2025-06-17 14:24:08,1.0.751104895,2
very good,2024-11-25 08:54:39,1.0.686588308,2
satisfying,2025-01-05 15:25:44,1.0.686588308,2
Se Ve,2025-06-11 04:06:40,,2
No words to express how excellent Ai or Gemini is..,2025-07-03 14:30:05,1.0.667532867,2
اللهم عجل لولیک فرج الله سلحشور,2024-12-15 13:33:21,1.0.686588308,2
Excellent learning tool!,2025-06-04 20:59:41,1.0.751104895,2
I used it only for 3 minutes and it is super powerful. Love it!!!,2024-09-08 03:54:15,1.0.667532867,2
nice,2025-04-02 07:47:46,1.0.686588308,2
cant answer simple questions,2024-06-28 03:12:29,1.0.626720042,0
its good,2025-05-05 09:40:15,1.0.741105040,2
👍🙂 Nice,2025-04-24 15:04:29,1.0.741105040,2
works with images easily 👌,2024-12-16 21:35:08,1.0.686588308,2
best app this in gpt comparison it's idea is best,2025-05-21 13:36:34,1.0.662093464,2
worst app Alexa is far better than Gemini,2024-09-11 13:38:41,1.0.667532867,0
nice working❤,2025-05-10 10:47:56,1.0.751104895,2
very good I love it,2024-11-10 08:39:13,1.0.668480831,2
"It's good for now, but keep it up, always improve things and fix all small detail bug.",2024-11-24 04:57:32,1.0.686588308,2
nice app,2025-04-02 16:10:50,1.0.686588308,0
better than ever,2025-03-23 13:29:30,1.0.686588308,2
Best,2025-04-05 03:11:48,1.0.686588308,2
best app,2025-06-25 11:07:24,1.0.772404132,2
great,2024-11-12 18:08:47,1.0.668480831,1
good,2025-04-17 09:43:01,1.0.741105040,2
good,2025-04-28 08:47:40,1.0.741105040,2
nice,2024-07-07 05:57:34,1.0.626720042,2
"it's good 👍 helpful, knowledgeable....it helps me in my studying.... In essay writing,new tricks for grammar and help me to improve drawing..... maths .... mainly SST subject... More than studies it helps me in many other ways also . Thanks....to Google Gemini a lot !",2025-03-02 05:26:50,1.0.686588308,1
"best free Ai out there , you guys deserve such respect",2024-10-10 05:15:10,,2
nice 👍,2024-11-26 01:08:45,1.0.686588308,2
very nice,2025-02-15 04:36:06,1.0.686588308,2
i liked it,2025-01-02 15:17:05,1.0.686588308,2
"i absolutely hate it! it was fine at first, even friendly and human like. then i did the free trial for pro. it's invasive, bully like! i can't stand it and i want it off of every device! i can see where it's going to become a big problem.",2025-07-02 10:00:25,1.0.772404132,0
I am very very with AI🤟🤟,2025-05-26 15:55:50,1.0.751104895,2
superb app,2025-02-12 16:19:25,1.0.686588308,2
Helpful,2025-06-15 03:07:48,1.0.667532867,2
this sucks,2025-05-26 14:57:30,1.0.751104895,0
Great,2025-03-29 05:05:29,1.0.686588308,2
very productive tools,2024-07-07 09:37:31,1.0.626720042,2
it is a best ai,2024-11-09 16:34:32,1.0.668480831,2
superb experience 🫡🫡,2024-11-01 18:00:47,1.0.668480831,2
Just started using it. Nice app and it gives accurate answers,2025-03-20 04:46:41,1.0.686588308,1
Gemini you are very informative,2025-06-22 08:08:16,1.0.751104895,2
I can't set reminders which is what I use Assistant for most. This app cripples my phone.,2024-02-23 00:09:54,1.0.608774175,0
Let me try many days now it good,2024-07-18 01:35:07,1.0.626720042,2
"Good ai I'd say they are the best they don,t have limits and their response is on point can't complain since I'm using free version keep it up 👍👍👍👍",2025-04-28 13:15:26,1.0.741105040,2
"just downloaded it and tried putting it to test. Verdict: was not helpful and I quote ""can't help with the image""",2025-01-24 08:54:43,1.0.686588308,0
This is best ai,2024-11-30 19:37:19,1.0.686588308,2
hate this,2025-05-24 09:58:21,1.0.667532867,0
useless,2025-06-10 18:40:53,1.0.751104895,0
absolutely 💯 okay,2025-05-03 16:49:06,1.0.741105040,2
Easy work friendly AI that I have ever seen.,2025-05-10 03:31:09,1.0.751104895,2
Gemini is efficient and reliable in its response time and information capabilities.,2025-04-15 09:51:47,1.0.741105040,2
just awesome..,2025-03-15 05:17:46,1.0.686588308,2
Super,2024-09-20 12:33:44,1.0.667532867,2
love it!,2025-05-18 20:17:06,1.0.751104895,2
nice,2024-12-28 14:02:51,1.0.686588308,2
"I love this, especially with work on my car 👍😁",2025-05-16 15:39:04,1.0.751104895,2
it's good,2024-07-15 08:39:18,1.0.626720042,2
best search engine,2025-06-22 15:11:17,1.0.751104895,2
sure,2025-05-06 20:30:16,1.0.751104895,2
nice 💯💯💯💯💯,2024-11-01 09:23:19,1.0.668480831,2
"I had a frustrating experience with the Gemini AI app on my ZTE Nubia REDMAGIC 8S Pro. Whenever I try to uninstall it, the Google App keeps cloning itself on my phone, which is really annoying. This issue raises concerns about the app's stability and safety. I expected a more reliable experience, but these problems make it hard to trust the app. I urge the developers to address these glitches for better functionality. Until then, I can't recommend this app to others.",2024-10-11 19:17:36,1.0.668480831,0
very nice aappp ii lliikkee iittt,2024-09-08 02:52:06,1.0.667532867,2
its seems great for explorin and learning,2025-04-06 18:06:01,1.0.667532867,2
Helpful,2025-02-04 08:39:42,1.0.686588308,2
Heart broken Gemini works so well.I love this app very much.It has helped me solve so much but I'm upset because it keeps uninstalling itself and I lose all of my history.Please fix it.,2025-02-13 04:54:00,1.0.686588308,0
ele é mto lento comparado ao gpt,2025-06-04 03:23:22,1.0.751104895,2
trash app,2024-08-28 22:20:40,1.0.662093464,0
good 👍,2024-10-27 15:17:38,1.0.668480831,2
awesome,2025-04-03 00:50:42,1.0.686588308,2
still trying this out. asking about things I know and laughing at incorrect information,2024-06-25 21:15:30,1.0.626720042,1
nice Ai,2024-09-10 15:25:25,1.0.667532867,2
very gooooooooooood,2024-11-26 16:27:20,1.0.686588308,2
"absolutely it is the best app In which you can pictures, your ideas and communicate with the best voice assistant in my life",2024-09-26 08:29:19,1.0.667532867,2
Great application,2024-09-22 11:51:14,1.0.667532867,2
it's helpful,2025-02-18 16:56:47,1.0.686588308,2
so much helpful for me as a student,2025-03-04 07:02:41,1.0.686588308,2
most popular aaps and use full,2025-06-20 15:59:16,1.0.751104895,2
nice,2025-06-04 16:34:27,1.0.751104895,2
good,2025-05-28 13:38:26,,2
Not receptive when speaking in French. If I talk in English it answers but as soon as I talk in French it stops answering.,2024-11-13 18:43:03,1.0.668480831,1
nice,2025-05-19 10:15:28,1.0.751104895,2
it helps me a lot!! :),2025-02-11 15:57:22,1.0.686588308,2
Doesn't handle non Google data such as calendaring,2024-10-18 14:37:08,1.0.668480831,0
very good,2025-06-01 03:32:08,1.0.751104895,2
bast gemini,2025-03-12 00:54:22,1.0.686588308,2
good,2025-04-23 12:21:09,1.0.741105040,2
*GEMINI IS BEST*,2025-04-06 13:02:47,1.0.686588308,2
very nice,2024-12-24 07:19:48,1.0.686588308,2
Not great; asked it some very simple questions of which it failed to answer. A quick Google search even displayed the correct information instantly with the AI search feature. Feels as though it should be in pre-alpha stage.,2024-12-31 20:22:07,1.0.686588308,0
good 👍,2025-03-12 13:31:30,1.0.662093464,1
"It keeps opening chrome, I can't even use it. 😭",2025-06-10 13:23:15,,0
excellent,2025-06-03 16:29:11,1.0.751104895,2
needs improvements and be more uncensored,2025-05-31 23:10:17,,0
it's so good. it's fast and efficient.,2025-02-26 15:19:38,1.0.686588308,2
Was auto pushed during a software update. removed my restart and turn off funcions. no one asked me ever if I wanted to use it or to install it nor if I agree with the permission it gave to itself. useless software!,2025-06-26 19:33:34,1.0.667532867,0
option,2024-11-11 21:52:38,1.0.668480831,2
