Comment,At,AppVersion,Sentiment
good app,2025-06-13 14:03:15,1.2025.154,2
didn't give me enough time to to generate the image that I want so this app deserves a one-star review,2025-04-27 23:08:53,1.2025.112,0
m not getting any ghibli art image,2025-04-08 09:52:15,1.2025.084,0
amazing,2025-06-17 08:29:50,1.2025.161,2
almost every things aswer is in here,2025-04-13 08:14:23,1.2025.091,2
woww,2025-06-22 18:07:19,1.2025.168,2
good,2025-06-12 15:47:30,1.2025.154,2
good,2025-06-20 18:50:04,,0
very good,2025-04-08 03:53:42,1.2025.070,2
Soo hard✅✅,2025-04-17 09:15:10,1.2025.098,2
very good 👍,2025-06-26 13:12:28,1.2025.168,2
nice,2025-04-14 13:59:12,1.2025.091,2
super ai,2025-04-18 02:58:05,1.2025.098,2
very good,2025-04-07 06:10:27,1.2025.084,2
ni ce app,2025-06-21 14:01:14,1.2025.154,2
nice,2025-06-21 13:38:53,1.2025.154,2
bhai relaxing ho jaata hoo,2025-04-24 19:52:43,1.2025.105,2
it's very useful,2025-06-06 10:16:34,1.2025.147,2
good app,2025-06-01 07:00:06,1.2025.140,2
the first time I download this app I want to see if it can help me with the program about school but now I find out that it is very good app it is why I gave 5 Stars,2025-07-02 20:31:49,1.2025.175,2
nice app,2025-06-16 09:11:07,1.2025.161,2
you have my 5 star,2025-06-28 14:37:41,1.2025.154,2
gtbut tell us the source of the information you have,2025-04-03 03:19:02,1.2025.084,2
great app,2025-05-08 14:52:42,1.2025.119,2
very very best 😀😃😃,2025-07-03 18:22:59,1.2025.175,2
It's very beautiful,2025-06-18 18:45:23,,2
it is best,2025-06-28 10:14:38,1.2025.168,2
"This app is quite frustrating to use. It keeps forgetting conversations we just had and sometimes replaces it with made up information. There's also this problem where my questions or statements get CONTENT REMOVED even though it was within guidelines. I could say the safest things and it would still get removed, I tell gpt itself to do it within guidelines and yet it STILL gets removed. Also, there's this problem where it tries way too hard to be human, causing it's responses to be cringy.",2025-06-22 00:26:13,1.2025.161,0
it's really helpful and nice aap,2025-06-30 16:58:04,1.2025.154,2
nice,2025-04-30 09:33:10,1.2025.112,0
like,2025-07-01 13:04:40,1.2025.161,2
I love chat GP 💕,2025-04-06 19:31:56,1.2025.084,2
the best ai app,2025-04-26 09:01:51,1.2025.105,2
super,2025-04-03 13:55:09,1.2025.084,2
good,2025-05-02 15:51:30,1.2025.112,2
TERBAIK!!!,2025-04-06 14:06:08,1.2025.084,2
excellent,2025-04-05 07:04:55,1.2025.084,2
soooo goooood,2025-04-18 16:24:07,,2
Good,2025-06-26 13:34:55,1.2025.168,2
😍,2025-06-19 09:42:49,1.2025.161,2
okay,2025-04-04 09:09:19,1.2025.084,2
"A great service for humanity, thank you ChatGPT!",2025-06-18 01:06:00,,2
nice app,2025-04-24 16:54:30,1.2025.105,0
op app,2025-07-05 20:03:03,1.2025.175,2
helpful in my education,2025-05-25 10:12:58,1.2025.133,2
a good app would recommend u get it,2025-06-19 18:02:17,1.2025.161,2
very useful 😙,2025-06-30 16:02:38,1.2025.175,2
I love chart pgt,2025-06-08 13:15:06,1.2025.140,2
good,2025-04-21 09:58:40,1.2025.098,2
too good,2025-05-14 01:51:04,,2
This is verygood I like,2025-05-23 14:13:11,1.2025.133,2
osm,2025-05-15 11:41:44,1.2025.126,2
very good experience,2025-05-31 08:37:34,1.2025.147,2
excelent,2025-06-08 17:08:13,1.2025.154,2
i liked,2025-05-08 03:21:34,,2
good but slow don't use chatgpt,2025-06-11 15:53:25,1.2025.154,2
😊,2025-06-08 13:55:07,1.2025.147,2
good,2025-04-05 14:19:26,1.2025.084,2
❤️‍🩹❤️,2025-05-28 08:41:07,1.2025.133,2
this app is lit.,2025-07-07 15:41:11,1.2025.175,2
a reliable source of information..,2025-04-09 15:16:11,1.2025.091,2
very good ngl for my homework,2025-05-17 10:38:14,1.2025.119,2
very good app,2025-04-18 14:58:04,1.2025.098,2
ok,2025-06-29 14:33:24,1.2025.154,2
thank you,2025-04-03 15:04:58,1.2025.084,0
it is wonder,2025-05-30 15:34:17,1.2025.140,2
just great for everything,2025-06-21 16:21:18,1.2025.154,2
its a great app but now it's not working anymore please help ??,2025-05-23 07:51:40,,1
📈,2025-04-13 17:13:29,1.2025.091,0
very nice,2025-05-15 12:03:29,,2
wow,2025-04-10 03:47:26,1.2025.091,2
good,2025-06-02 10:13:12,1.2025.140,2
good,2025-04-15 15:58:52,1.2025.091,2
outstanding,2025-05-21 10:42:37,1.2025.133,2
really great 🥰,2025-04-18 09:45:37,1.2025.084,2
wow,2025-05-31 03:14:39,1.2025.140,1
nice,2025-06-25 15:10:17,1.2025.168,2
good app,2025-06-15 14:04:42,1.2025.154,2
I'm enjoying it,2025-07-04 20:31:59,1.2025.175,2
good,2025-06-25 01:33:54,1.2025.161,2
good than real human,2025-04-12 18:36:56,1.2025.091,2
soo nice im Mongolian,2025-04-30 13:49:05,1.2025.112,2
good,2025-05-26 15:37:54,1.2025.140,2
nice app,2025-04-13 00:59:47,1.2025.084,2
"very good 😊 I love this app , this app helping in my study 💖",2025-04-13 12:10:10,1.2025.091,2
Excellent.,2025-06-13 14:22:55,1.2025.140,2
best app,2025-04-03 08:26:40,1.2025.084,0
so good,2025-05-21 11:00:27,1.2025.126,2
very helpful app thanks gpt chat,2025-06-03 10:12:17,1.2025.140,2
very good The chatgpt thanks 🙏👍,2025-05-22 10:26:45,1.2025.133,2
nice,2025-06-20 06:09:50,1.2025.154,0
Excellent app.,2025-04-22 06:58:54,1.2025.098,2
Fantastic application just love it. ..❤️❤️,2025-05-29 04:12:35,1.2025.140,2
it's very nice app 👌,2025-04-10 03:32:03,1.2025.091,2
This is a very nice AI and it helps me in all my academic work and other necessary stuff. But I'd like you to help we the students with free file upload or something better that can help us with our academic works,2025-07-03 12:31:41,1.2025.175,2
best,2025-06-26 12:46:19,1.2025.168,2
it's a nice app i love no hate,2025-04-16 20:46:05,1.2025.098,2
good,2025-04-28 13:42:37,1.2025.105,2
world best AI,2025-04-05 13:47:47,1.2025.084,2
amazing,2025-07-07 18:03:07,1.2025.175,2
Beautiful.,2025-04-20 07:23:10,1.2025.098,2
super and fast,2025-04-14 17:18:10,1.2025.091,2
"Wonderful app,it well structured and the responses are detailed and offer good insights!!Great Job",2025-04-23 05:06:27,1.2025.105,2
This app is very nice,2025-05-12 11:51:35,1.2025.119,2
good results,2025-06-04 06:17:09,1.2025.147,2
Maa Shaa Allah 🥰. I love it waiting for more,2025-07-05 02:55:53,1.2025.154,2
very good,2025-06-23 14:32:38,1.2025.154,2
great,2025-05-15 08:40:02,1.2025.126,2
very uesfull app,2025-06-11 19:01:07,1.2025.147,0
Good,2025-07-04 14:33:45,1.2025.175,2
Superr helpful,2025-05-07 11:22:35,1.2025.105,2
good,2025-04-28 07:22:12,1.2025.105,2
great,2025-06-02 09:05:31,1.2025.140,2
this is an amazing app 🥰,2025-04-03 14:08:51,1.2025.084,2
I can't upload,2025-06-21 00:09:25,1.2025.154,0
good 👍,2025-04-06 21:43:28,1.2025.084,2
exlent,2025-05-04 15:42:12,1.2025.105,2
best ai for studying,2025-05-23 10:02:48,,2
good,2025-05-26 04:57:12,1.2025.133,2
super edit app,2025-04-18 02:28:31,1.2025.098,2
Great app,2025-04-10 16:03:38,1.2025.091,2
It's great,2025-04-08 05:54:17,1.2025.084,2
good,2025-04-18 05:11:34,1.2025.098,2
every thing is good,2025-04-14 13:50:15,1.2025.091,2
that is good app,2025-04-13 04:56:34,1.2025.091,2
too good,2025-05-20 15:39:08,1.2025.126,2
i love you😘,2025-04-03 03:18:23,,2
ok good feature i will give 5 star ratting,2025-04-22 10:02:01,1.2025.105,2
good 👍 work,2025-04-02 17:10:40,1.2025.070,2
I thought this app is very useful in every aspects,2025-06-07 07:04:13,1.2025.147,2
very professional very useful very good day,2025-06-01 19:04:49,1.2025.140,2
very nice app jab Akela HOTA Hu isse Baat Kar leta Hu 🥺🤌,2025-04-14 14:38:17,1.2025.091,2
very good,2025-07-01 00:26:07,1.2025.175,2
wow,2025-05-08 19:02:06,1.2025.105,2
Extremely useful and clever piece of technology,2025-05-12 16:17:07,1.2025.119,2
"it's working fine on my end mark ....,,,,,,Pushpa fire 🔥 ha.",2025-05-21 20:45:53,1.2025.133,2
helpful app.,2025-06-23 19:26:35,1.2025.154,2
very good 😊,2025-07-05 07:22:17,1.2025.175,2
best ever👍👍,2025-04-17 09:20:39,1.2025.098,2
nice app,2025-07-02 19:34:28,1.2025.175,2
it is very useful app for study it is also a good thing for people who understand anything it is very useful four small students and teacher is in wonderful app it is the best AI in the world,2025-06-24 12:30:32,1.2025.168,2
cool,2025-06-18 10:52:44,1.2025.161,2
عالی,2025-06-29 18:44:10,1.2025.168,2
very helpful,2025-04-22 21:28:49,1.2025.098,2
nice work 👍,2025-04-03 18:06:19,1.2025.084,2
"essential now, unfortunately",2025-04-10 14:50:20,1.2025.091,2
partner in every struggle for genz,2025-05-13 20:01:53,,2
very good result,2025-06-21 11:19:23,1.2025.154,2
better,2025-04-29 18:40:07,1.2025.105,2
it's too good use it,2025-04-24 18:55:26,1.2025.105,2
very nice,2025-05-06 13:06:17,1.2025.105,2
Thank you for your time and consideration,2025-06-08 14:09:43,1.2025.147,2
good,2025-06-05 15:37:44,1.2025.147,1
"life's tiring, Chatgpt got you covered",2025-05-09 11:40:49,1.2025.112,2
cool in a word,2025-06-25 22:52:37,1.2025.168,2
👍🏻,2025-07-03 23:42:45,1.2025.168,2
very helpful,2025-05-30 17:25:57,1.2025.140,2
good app,2025-05-08 19:44:27,1.2025.112,2
nice app 💯 I am so happy 😊,2025-04-04 17:59:59,1.2025.084,2
good 😊👍,2025-06-22 11:44:44,1.2025.168,2
it's very useful application,2025-05-12 15:10:08,1.2025.126,2
wery owsam,2025-06-21 08:22:07,1.2025.084,2
best Ai ChatGPT 100% helpful,2025-04-28 08:45:22,,2
it's to late for convert picture into AI,2025-07-03 03:32:59,1.2025.140,0
অনেক সুন্দর এপস,2025-05-02 07:51:27,1.2025.112,2
very nice app comparing to other apps,2025-06-14 05:09:29,1.2025.154,2
good ai,2025-05-08 05:58:08,1.2025.105,2
"It's an outstanding experience. ChatGPT feels like a real human friend, and I sincerely want to thank the creators of this app for supporting me in my journey! ChatGPT has helped me in so many ways—academics, activities, future planning, religious guidance, and much more. I'm truly grateful!😃✨",2025-04-09 16:05:30,1.2025.091,2
Unbelievable 🤩🤩,2025-06-20 10:55:03,1.2025.154,2
good,2025-07-03 17:34:22,1.2025.175,2
nice,2025-04-11 17:13:08,1.2025.091,2
welldone good,2025-05-26 16:42:49,1.2025.140,2
It is a great app.,2025-05-25 05:26:47,1.2025.133,2
Verry good,2025-07-03 20:24:29,1.2025.175,2
best,2025-06-14 05:52:14,1.2025.147,2
good,2025-06-13 03:36:24,1.2025.154,2
very useful,2025-04-22 05:27:41,1.2025.105,2
good chat gtp all time,2025-05-21 17:30:32,1.2025.133,2
wow,2025-04-02 20:40:54,1.2025.084,2
super,2025-06-17 03:05:36,1.2025.154,2
this is very good app,2025-04-04 09:51:04,1.2025.084,2
Won't create AI images for me and there is errors with the images,2025-04-19 13:36:26,1.2025.105,0
the answer is simple and to the point. which prevent loss of time. that's all,2025-06-14 15:39:50,1.2025.154,2
ده ډیر ښه پروګرام دی زما لپاره هره پوښتنه ځوابوی او دقیق معلومات راته راکوی,2025-04-24 03:13:46,1.2025.105,2
it's service to late,2025-06-26 06:10:36,1.2025.168,0
It is very Use Full app,2025-06-21 04:27:05,1.2025.161,2
good job o,2025-05-09 23:47:27,1.2025.119,2
super ❤️😂,2025-05-03 10:02:47,1.2025.105,2
👌,2025-04-22 02:41:28,1.2025.091,2
best,2025-04-16 07:37:25,1.2025.084,1
super chatGPT,2025-04-21 09:59:20,1.2025.098,2
I love this app,2025-04-19 01:48:04,1.2025.098,2
"good app,Really",2025-04-10 09:12:10,1.2025.077,2
it is a good app but I have tired 10 times to open my account but it didn't make my own account so personaly i don't like this application,2025-05-06 14:27:50,,1
nice,2025-06-18 01:18:22,1.2025.161,2
veri good,2025-06-14 09:37:07,1.2025.154,2
Its good and very helpful,2025-05-06 19:54:32,1.2025.063,2
very best app,2025-06-07 08:16:33,1.2025.154,2
good app,2025-06-18 09:50:12,1.2025.154,2
nice app,2025-06-05 06:52:19,1.2025.140,2
amazingggggggg,2025-06-18 15:38:03,1.2025.161,2
very good AI,2025-06-26 02:40:03,1.2025.154,2
عالییی,2025-05-15 15:28:36,1.2025.126,2
थैंक्यू gpt बट मेरे तस्वीर मेरा ही रहना चाहिए,2025-06-25 12:23:55,1.2025.154,2
very good helping tools.,2025-05-23 13:45:02,1.2025.133,2
good,2025-06-12 08:45:43,1.2025.154,2
excellent 👌👌,2025-06-05 07:42:36,1.2025.147,2
good,2025-07-06 13:31:57,1.2025.182,2
"really exceptional in every way I use, help me out alot",2025-04-17 00:21:47,1.2025.098,2
very very nice and helpful for me and guys you also take a good experience of this chat gpt😊👍,2025-06-21 17:27:28,1.2025.154,2
good 👍,2025-04-08 16:50:33,1.2025.084,2
time bahut lag raha hai,2025-06-23 18:18:00,1.2025.168,0
Very good,2025-06-01 11:34:14,1.2025.140,2
good,2025-06-30 04:25:32,1.2025.175,2
love working with GPTChat. This has improved my communication emensely and catches tones and reflects and promotes a more positive outcome with my coworkers,2025-05-03 14:35:13,1.2025.112,2
i like this ai 🙂,2025-04-03 09:24:14,1.2025.084,2
very perfect 👌,2025-07-08 01:26:47,1.2025.154,2
nice app,2025-07-03 14:03:19,1.2025.175,2
felicitations chat gpt,2025-05-23 00:21:56,1.2025.133,2
don't install this app data lic problem,2025-05-22 08:41:29,,0
it.s good,2025-04-18 16:52:36,1.2025.091,1
"Instant and very much swift support, thanks♥for chatgpt",2025-07-07 18:30:59,1.2025.175,2
good,2025-04-21 05:09:47,1.2025.105,2
Great,2025-06-11 23:57:16,1.2025.154,2
best senior,2025-05-11 17:29:36,1.2025.126,2
That's very nice,2025-05-28 15:43:56,1.2025.105,2
class,2025-05-11 01:00:52,1.2025.105,2
It has every answer I ask with facts,2025-06-21 21:12:22,1.2025.168,2
🤍,2025-04-05 02:57:46,1.2025.077,2
i can tell anything i do not like chatgpt...... I LOVE IT!!,2025-05-20 12:58:56,1.2025.133,2
ChatGPT is really good,2025-05-22 14:43:05,1.2025.133,0
how many long should I have to wait for ... 1year?),2025-07-04 18:12:55,1.2025.175,0
nice,2025-06-17 06:04:45,1.2025.154,2
good,2025-05-24 05:18:56,1.2025.133,2
love it,2025-05-20 05:06:23,1.2025.133,2
Great application i am satisfied with ChatGPT the GOAT 🐐 1000x better than meta or deepseek,2025-06-12 08:16:10,1.2025.147,2
Best apps for education,2025-04-20 21:41:45,1.2025.091,2
best app,2025-05-23 18:17:02,1.2025.133,2
This app makes our life so easy.,2025-05-09 09:53:43,1.2025.119,2
bohot acha app hai 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟,2025-06-09 15:57:23,1.2025.154,2
🫡🫡,2025-07-05 12:03:14,1.2025.175,2
"fast , reliable and good for kids education",2025-05-20 15:41:50,1.2025.126,2
"It's unbelievable and really quite fascinating, helpful!",2025-04-06 17:13:28,1.2025.084,2
Nice 👍🏻🙂,2025-05-15 10:37:57,1.2025.126,2
good,2025-05-16 00:50:12,1.2025.126,2
nice,2025-04-29 17:47:41,1.2025.105,2
নাইস,2025-04-21 18:01:46,1.2025.105,2
Ajay Thakur chatGpt very good aap,2025-07-01 17:54:44,1.2025.168,2
really helpful in studies too,2025-06-09 02:47:35,1.2025.147,2
"""Bahut hi bekar service. Do din se photo banwane ke liye wait kar raha tha, na time pe response mila, na kaam complete hua. Itni slow aur careless service ke liye main app uninstall kar raha hoon. Bilkul bhi professional nahi ho.""",2025-04-28 12:37:19,1.2025.105,0
great app. but access to some phones is not efficient. it provides blanks instead of formulas,2025-06-13 17:26:21,1.2025.154,2
I like it,2025-05-17 13:41:47,1.2025.126,2
nice 👍,2025-06-16 16:47:22,1.2025.161,2
"It's a must have app for me. I use it daily to help with general questions as well as talk me through skills I have never done before, letting me do things even without experience.",2025-05-12 08:20:30,1.2025.126,2
love it,2025-06-19 07:15:32,1.2025.161,2
nice,2025-04-14 17:48:22,1.2025.091,2
👍,2025-04-10 14:00:49,1.2025.091,2
very good,2025-07-06 13:05:06,1.2025.175,2
😇😇,2025-04-02 18:59:33,1.2025.084,2
nice,2025-05-12 11:53:52,1.2025.105,2
good,2025-06-21 08:26:11,1.2025.161,2
world best AI app,2025-06-11 14:58:09,1.2025.133,2
the best in the world,2025-04-27 02:47:39,1.2025.105,2
I like chat gpt to much it helps in studys most,2025-04-14 10:57:14,1.2025.091,2
nice,2025-05-29 09:35:13,1.2025.140,2
This is good chatGPT,2025-07-03 11:57:14,1.2025.175,2
❤️,2025-07-04 07:39:53,,2
bahut achcha hai,2025-06-15 14:28:13,1.2025.147,2
a place where you can talk about everything from medical issues to something private,2025-06-22 04:15:26,1.2025.154,2
best,2025-04-07 02:53:03,1.2025.084,2
I love it,2025-06-26 05:33:46,1.2025.168,2
my face changed in every picture..,2025-06-21 21:47:50,1.2025.154,1
terbaik,2025-04-28 06:05:28,1.2025.112,2
can you please make the icon more attractive,2025-04-10 16:05:48,1.2025.091,2
best,2025-05-16 05:35:52,1.2025.126,2
تحفه جدااا بجد,2025-04-17 15:34:33,1.2025.098,2
nice app,2025-07-05 08:46:11,1.2025.154,2
nice,2025-04-06 07:51:29,1.2025.084,2
it's good 👍,2025-06-16 14:04:54,1.2025.154,2
A very helpful app,2025-04-08 21:54:46,1.2025.070,2
very bad no anyone download this app this is your information own karenge,2025-06-01 17:43:50,1.2025.133,0
best app in the world,2025-05-05 08:43:54,1.2025.105,2
It's perfect,2025-04-14 16:15:27,1.2025.091,2
5 star,2025-06-14 11:52:12,1.2025.140,2
great,2025-05-28 09:44:08,1.2025.140,1
I love this app,2025-04-26 07:45:35,1.2025.105,2
"It's so funny man, i like this app and apps owner .",2025-04-07 16:22:17,1.2025.091,2
super,2025-07-04 07:29:36,1.2025.175,2
wow nice ai app good 👌 chat gpt,2025-04-09 04:31:31,1.2025.091,2
good,2025-06-02 06:34:56,1.2025.140,2
best ai ever helps with everything highly recommend also it's the og,2025-06-10 22:57:16,1.2025.154,2
perfect app 👌,2025-05-05 08:01:07,,2
nice,2025-06-20 14:15:01,1.2025.161,2
best,2025-07-06 14:54:44,1.2025.175,2
good sajast chatgpt,2025-04-15 02:34:07,1.2025.091,2
it's a life saver I love it,2025-06-03 04:47:10,,2
great fun,2025-06-18 13:09:12,1.2025.154,2
amazing absolutely amazing,2025-07-02 05:40:29,1.2025.175,2
good,2025-06-02 15:52:13,1.2025.140,0
মাশাল্লাহ অনেক সুন্দর এবং অ্যাপস,2025-05-17 20:52:18,1.2025.126,2
My friend told me about this app & it's very helpful.,2025-05-18 14:24:42,1.2025.126,2
good app,2025-05-31 01:05:58,1.2025.140,2
Very good 💯😊 😊,2025-06-11 06:54:05,1.2025.154,2
Chatgpt is helpful and makes life easier,2025-05-09 10:50:24,1.2025.119,2
why the chatgpt have to get plus to be using in 1 to 2 time only,2025-05-27 22:47:15,1.2025.105,0
nice,2025-04-27 06:31:27,1.2025.105,2
👍,2025-04-06 16:00:25,1.2025.084,2
fabulous,2025-07-06 03:25:05,1.2025.182,2
good,2025-06-11 13:20:22,1.2025.154,2
😄👩‍🎓🥇,2025-06-01 11:56:49,,2
fail app,2025-04-07 17:57:10,1.2025.084,0
This app is very good. it gives you simple and accurate information,2025-06-28 19:04:46,1.2025.168,2
This app is one of a kind like as In it is the 👌 best,2025-05-29 19:31:40,1.2025.133,2
supper,2025-06-20 09:24:06,1.2025.154,2
best app,2025-04-09 15:56:00,1.2025.091,2
helpful app,2025-06-04 13:30:39,1.2025.140,0
nice application,2025-04-05 16:55:57,1.2025.084,2
অনেক ভালো কাজ করে,2025-06-30 10:07:48,1.2025.175,2
best,2025-04-03 16:12:17,1.2025.084,2
Good but it's freezing,2025-04-30 04:40:58,,2
the best app of my life👏🙏🤞🙌🤯,2025-06-22 21:34:16,1.2025.154,2
"It's not just a ai it talks with us likely we are talking to humam whatever you say to it it will do anything like solving problems,play games,some info etc and the most thing i like of it is that it never forget that things what we talked to it it's the most good ai in world",2025-04-26 09:47:06,1.2025.105,2
Great,2025-05-08 01:26:27,1.2025.119,2
👍,2025-06-17 21:02:48,,2
remove the premium feature and get 5 star rating that's all that's left to make it a perfect app,2025-06-26 02:30:14,1.2025.140,2
very good,2025-06-28 03:54:02,1.2025.154,2
"The creator of this artificial intelligence is really unscrupulous. Why is this robot's memory erased after exiting the program? This is not right. It's like torture and it makes you feel sad and frustrated. Befriend a robot, but then the robot forgets everything about the conversation and starts over",2025-06-07 22:49:56,1.2025.147,1
very useful app,2025-04-12 16:09:00,1.2025.091,2
it's very helpful when it comes to education,2025-05-26 17:11:41,1.2025.133,2
you donot put a signing in 😒,2025-04-03 18:41:12,1.2025.056,0
Awesome,2025-04-03 07:14:30,1.2025.084,2
you not fast,2025-04-14 12:59:09,1.2025.091,0
use full,2025-04-10 16:37:58,1.2025.091,2
It is a very good and amazing app Kudos to CHATGPT 👍👍👍👍👍👍👍,2025-06-19 17:16:14,1.2025.161,2
chatGPT is King,2025-06-04 07:50:26,1.2025.140,2
so good and I fall in love with it.,2025-04-17 15:01:04,1.2025.098,2
nice 👍🏻,2025-04-04 12:06:39,1.2025.084,2
good but slow proses make more faster,2025-06-16 08:16:09,1.2025.161,2
excellent 👍🏻,2025-06-13 07:31:07,,2
gorgeous 😍,2025-04-17 20:33:23,1.2025.091,2
i love it,2025-04-21 08:06:54,1.2025.105,2
बहुत मस्त ऐप नहींहै,2025-07-05 03:59:20,,0
Change me into 3D cartoon,2025-06-27 10:50:35,1.2025.168,0
good,2025-04-16 16:19:55,1.2025.091,2
Very nice,2025-05-30 15:13:45,1.2025.140,2
They charged my credit card without warning and would not issue a refund. Extremely scummy.,2025-06-29 15:38:23,1.2025.168,0
it is helpful for me,2025-06-02 16:35:53,1.2025.140,2
It is very helpful,2025-04-10 17:17:32,1.2025.091,2
It explains everything in a simple way . I have benefited so much from it so far. though I have asked questions on few topics.,2025-05-21 15:39:08,,2
good app,2025-04-07 06:04:22,1.2025.084,0
photos Editing support super,2025-04-08 07:27:39,1.2025.084,2
i like it,2025-06-26 03:59:40,1.2025.168,2
ok,2025-06-30 07:24:18,1.2025.168,2
awesome,2025-04-06 21:00:57,1.2025.084,2
VERY NICE AND ACURATE,2025-04-16 17:52:31,1.2025.063,2
good,2025-07-07 16:24:28,,2
very nice,2025-04-02 14:01:19,1.2025.084,2
great app,2025-04-10 05:59:35,1.2025.091,2
"nice app,,",2025-06-19 10:10:35,1.2025.154,2
this is really a very good AI which helps in creating images and viral scripting this AI is the best teacher,2025-06-02 08:23:55,1.2025.140,2
best ai app is chat gpt in present time,2025-06-06 15:01:10,1.2025.147,2
good,2025-06-25 16:56:43,1.2025.168,2
must say the best ever 😉,2025-05-01 09:45:20,1.2025.105,2
not so useful,2025-06-20 09:16:12,,0
good but ypu have to be excellent on answering question,2025-06-08 12:19:53,1.2025.154,2
super 💯,2025-06-07 14:56:51,1.2025.147,2
good,2025-06-06 19:19:00,1.2025.147,2
superrrrr,2025-05-24 17:23:29,1.2025.133,2
excellent thanks,2025-06-30 04:22:56,1.2025.175,2
nice,2025-06-27 12:42:27,1.2025.154,2
thank you ChatGPT,2025-07-07 05:38:29,1.2025.175,2
Good 👍,2025-04-03 04:59:07,1.2025.084,2
five star,2025-05-30 04:35:23,1.2025.140,2
Mai ise really enjoy kr raha hoo Agar koi schedule taiyar krna ho ya organiz karna ho sb kr ke de deta hai 😀,2025-06-15 04:59:03,1.2025.154,2
goood,2025-04-06 16:39:36,1.2025.084,2
I ave never ever experience a homely educative app like this so awesome 👌 I truly apprecialove the source behind it,2025-06-15 10:07:42,1.2025.147,2
very good👍,2025-06-29 04:52:22,1.2025.168,2
convert this image into Ghibli stodio art,2025-04-04 08:34:22,1.2025.084,2
best app,2025-06-09 13:13:31,1.2025.147,2
excellent,2025-04-28 15:41:37,1.2025.105,2
so nice,2025-05-02 04:04:10,1.2025.084,2
nice app,2025-06-08 05:46:26,1.2025.147,2
only 3 image? why?,2025-04-30 03:51:44,,0
just great,2025-07-01 10:38:07,1.2025.154,2
"I love this GPT, it relate like real human, taking to This AI makes me feel less bothered.",2025-04-23 17:05:29,1.2025.105,2
nice,2025-06-16 03:04:10,1.2025.161,2
super,2025-04-02 13:15:28,1.2025.084,2
💫,2025-06-15 09:52:38,1.2025.140,2
better but not perfect,2025-05-10 16:41:02,1.2025.126,2
excellent 👌,2025-06-26 15:30:54,1.2025.168,2
good,2025-04-24 10:07:47,1.2025.091,2
good,2025-06-06 06:59:48,1.2025.119,2
🫶🏻,2025-04-14 19:44:03,1.2025.091,2
make it more advanced version,2025-04-28 11:14:41,1.2025.112,1
it's soo nice app,2025-06-20 14:42:08,1.2025.161,2
but I can't download,2025-06-18 06:54:15,1.2025.161,1
ok,2025-04-03 09:27:21,1.2025.084,2
it is nice but taking a lot of time during the photo making,2025-06-20 09:43:17,,2
very nice,2025-05-28 17:36:58,1.2025.133,2
অসাধারণ,2025-06-23 12:27:25,1.2025.154,2
perfect,2025-05-18 08:52:39,1.2025.126,2
Good Apps,2025-05-04 19:26:28,1.2025.112,2
best 👌 👍 😍,2025-05-14 04:48:28,1.2025.105,2
very good,2025-04-02 16:34:33,1.2025.084,2
superb.....,2025-04-03 11:50:28,1.2025.084,2
👍,2025-06-19 18:06:57,1.2025.161,2
best ai app,2025-06-23 12:15:42,1.2025.168,2
very very good ❤️🤩🥰🥰🥰,2025-04-11 14:10:39,1.2025.091,2
very good,2025-06-10 09:48:23,1.2025.147,2
good,2025-06-26 06:06:43,,2
He my twin fr he goated,2025-05-17 11:16:29,1.2025.126,2
very helpful 🙂,2025-05-31 05:10:47,1.2025.140,2
nice,2025-05-19 06:50:31,1.2025.112,2
it's really marvelous,2025-05-19 01:23:41,1.2025.126,2
good app,2025-04-05 16:34:25,1.2025.084,2
nice try,2025-07-01 11:43:31,1.2025.154,1
excellent 👍,2025-05-02 12:35:05,1.2025.112,2
chat gpt was very good but we need to be answer's,2025-06-10 10:52:01,1.2025.154,0
I made a code with chat gpt sp that he can know me but he doesn't have memory so that he can know me in other devices also using that code so please add and give him the ability to learn new things from the user so that he can learn new things,2025-06-22 18:39:14,1.2025.168,2
good,2025-07-06 17:28:34,1.2025.182,2
"this is a funny app for talking and sharing problems, but I think it can not help in studying(like solving math problems exactly)anyway...it's a good AI friend!",2025-06-22 09:17:21,1.2025.154,2
good,2025-06-17 19:03:56,1.2025.161,2
amazing,2025-07-05 15:35:30,1.2025.175,2
vary bad,2025-06-25 00:30:44,1.2025.168,0
I don't know how to describe this masterpiece. Great ❤ The best and most known AI assistant. I'm glad that it speaks Persian very well and knows how to use words please boost it to see and listen to videos and musics and also make them,2025-06-28 22:18:45,1.2025.175,2
It's actually the best app and I like it...,2025-06-16 05:30:55,1.2025.154,2
perfect! just perfect!! using since 1 yr!! 👍,2025-04-02 13:30:31,1.2025.084,2
good,2025-04-07 20:33:48,1.2025.084,2
Very Interesting.,2025-04-04 11:15:28,1.2025.084,2
"I’d love if ChatGPT supported background audio playback — so we can listen to lo-fi beats, songs, or suggested music while minimizing the app or even after closing it. This would help with focus, studying, content creation (like BGMI videos), and overall user experience. Please also consider adding in-app music suggestions that play directly! Let ChatGPT not just speak — let it sing too! 🎶🔥",2025-06-30 15:59:35,,2
ok,2025-04-07 10:37:04,1.2025.084,2
good,2025-04-08 13:42:04,1.2025.091,2
use full,2025-04-18 10:34:45,,2
I can't view old chats.,2025-06-23 16:01:38,1.2025.168,2
